"BOARD","NAME","ADDRESS_AB","POSTAL_COD","CITY","PROVINCE","PHONE_NO","FAX_NO","EMAIL","GRADES","POSTSECOND","DATA_SOURCE","ELEM","JUNIOR_H","SENIOR_H","GLOBAL_ID","POINT"
"The Calgary School Division","Westbrook Outreach","3610 - 9th Street SE","T2G3C5","Calgary","AB","(403) 777-8020",,"discoveringchoices@cbe.ab.ca","Senior High","N","N","N","N","Y","{F7A5ECC3-1F40-4861-85D8-F817E2892662}","POINT (-114.039639 51.0220042)"
"The Calgary Roman Catholic Separate School Division","St. Bede Elementary School","333 Bermuda Drive N.W.","T3K2J5","Calgary","AB","(403) 500-2082",,"stbede@cssd.ab.ca","Elementary","N","N","Y","N","N","{0588C68C-617C-42B7-9F8D-672CFAFF53E6}","POINT (-114.0828603 51.1316805)"
"Calgary International Academy Ltd","Calgary International Academy","1248 Livingston Way NE","T3G5J7","Calgary","AB","(403) 991-7534",,"info@ciacademy.ca","Elementary","N","N","Y","N","N","{EF233A54-A52F-4180-9428-A7566577DEB6}","POINT (-114.2318814 51.1391257)"
"The Calgary School Division","Woodman School","8706 Elbow Dr SW","T2V1L2","Calgary","AB","(403) 777-7490",,"woodman@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{0CC665D0-136C-4ADA-BE35-B973DF2E99C3}","POINT (-114.0832272 50.975665)"
"The Calgary School Division","Nickle School","2500 Lake Bonavista Dr SE","T2J2Y6","Calgary","AB","(403) 777-7720",,"nickle@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{74E8FEEC-8BB5-4E70-937E-222645D6A082}","POINT (-114.061449 50.9407435)"
"The Calgary School Division","Wood's Homes School","805 37 ST NW","T3B2B2","Calgary","AB","(403) 270-1751",,"woodshomes@cbe.ab.ca","Junior High/Senior High","N","N","N","Y","Y","{6FAB448B-ED2F-47F2-BE69-1B1547AF4F2D}","POINT (-114.2242426 51.0961048)"
"The Calgary School Division","CLS Alternative Site","45 Saddletowne Circle NE","T3J4W3","Calgary","AB","(403) 777-7272",,"chinooklearning@cbe.ab.ca","Unknown","N","N","N","N","N","{27F51E34-1D6C-44D1-8438-AE65A7BB2A0C}","POINT (-113.94886 51.1219873)"
"The Calgary Roman Catholic Separate School Division","St. Matthew School","416 - 83 Avenue S.E.","T2H1N3","Calgary","AB","(403) 500-2030",,"stmatthew@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{4954AA35-9210-43F3-803D-4249763F09DB}","POINT (-114.0585238 50.9786834)"
"North Point School for Boys","North Point School","2445 - 23 Ave SW","T2T0W3","Calgary","AB","(403) 744-5214",,,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","{F183A163-AEBC-449B-BA9D-754AFF025374}","POINT (-114.1174982 51.0325631)"
"The Calgary Roman Catholic Separate School Division","St. Jean Brebeuf School","5030 Northland Drive N.W.","T2L2J6","Calgary","AB","(403) 500-2046",,"stjeanbrebeuf@cssd.ab.ca","Junior High","N","N","N","Y","N","{9F8C5F23-79B2-4655-9C13-72AF5099B5C4}","POINT (-114.1402432 51.0979001)"
"The Calgary Roman Catholic Separate School Division","St. Boniface Elementary School","927 Lake Sylvan Drive S.E.","T2J2P8","Calgary","AB","(403) 500-2060",,"stboniface@cssd.ab.ca","Elementary","N","N","Y","N","N","{D817748F-8828-45E2-9F0E-1971538BBAF2}","POINT (-114.0423555 50.9430704)"
"The Southern Francophone Education Region","École Sainte-Marguerite-Bourgeoys","4700 Richard Road S.W.","T3E6L1","Calgary","AB","(403) 240-2007",,,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","{A7BE8C3A-4C48-4C93-A95C-A20DA01EF176}","POINT (-114.1215974 51.0111443)"
"The Calgary School Division","Emily Follensbee School","5139 14 ST SW","T2T3W5","Calgary","AB","(403) 777-6980",,"emilyfollensbee@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{7CCE556C-34C7-472D-BEC3-3BC10C0C4D75}","POINT (-114.0955892 51.0076426)"
"The Calgary School Division","Dr. E. W. Coffin School","5615 Barrett Dr NW","T2L1W4","Calgary","AB","(403) 777-6190",,"drewcoffin@cbe.ab.ca","Elementary","N","N","Y","N","N","{008895B2-D185-4B6D-A785-2C4E3997B2F1}","POINT (-114.1348134 51.1037594)"
"Almadina School Society","Almadina Language Charter Academy, Mountain View Campus","2031 Sable Drive S.E.","T2B1R9","Calgary","AB","(403) 543-5074",,,"Elementary","N","N","Y","N","N","{AF8A456B-888C-411D-A5F4-0A52B0659210}","POINT (-113.9865729 51.0323697)"
"The Calgary School Division","CLS Lord Beaverbrook Writing Centre","9019 Fairmount Dr.  S.E.","T2H0Z4","Calgary","AB","(403) 259-5585",,"chinooklearning@cbe.ab.ca","Unknown","N","N","N","N","N","{3668120E-406F-4DB4-AAEB-1ABB24CD0DF9}","POINT (-114.0616538 50.9731066)"
"Alberta Conference of 7th Day Adventist Church","Chinook Winds Adventist Academy","10101 - 2nd Avenue S.W.","T3B5T2","Calgary","AB","(403) 286-5686",,"reception@cwaa.net","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{27C6AE1C-D69B-42E2-9CEA-7B5C2CA03AC6}","POINT (-114.2332805 51.0792409)"
"The Calgary School Division","Dr. Oakley School","3904  20 St SW","T2T4Z9","Calgary","AB","(403) 777-8300",,"droakley@cbe.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{D1AA57B2-3B4D-4DA3-BD9C-99D7ED78AAAF}","POINT (-114.1084497 51.019279)"
"The Calgary School Division","James Short Memorial School","6333  5 Ave SE","T2A3V7","Calgary","AB","(403) 777-8170",,"jamesshortmemorial@cbe.ab.ca","Elementary","N","N","Y","N","N","{E4DCC455-B94D-43F0-AA43-9D4B3A61C37E}","POINT (-113.9428125 51.0478673)"
"The Calgary School Division","West Dalhousie School","6502  58 St NW","T3A2C8","Calgary","AB","(403) 777-6110",,"westdalhousie@cbe.ab.ca","Elementary","N","N","Y","N","N","{BDB3DA62-CE95-47AF-A22C-19FF45AAF2F7}","POINT (-114.1695532 51.1111749)"
"The Calgary School Division","Discovering Choices II","3610 - 9th Street SE","T2A6K3","Calgary","AB","(403) 777-8384",,"discoveringchoices@cbe.ab.ca","Senior High","N","N","N","N","Y","{A7568D63-7715-4318-B7EB-65EF00155C27}","POINT (-113.9849539 51.0565383)"
"The Calgary School Division","Catherine Nichols Gunn School","6625  4 St NE","T2K5C7","Calgary","AB","(403) 777-6620",,"cngunn@cbe.ab.ca","Elementary","N","N","Y","N","N","{48B429F7-33AE-4E2B-9547-CEDDDAB67E39}","POINT (-114.0579093 51.1116505)"
"The Calgary School Division","Riverbend School","65 Rivervalley Dr SE","T2C3Z7","Calgary","AB","(403) 777-6510",,"riverbend@cbe.ab.ca","Elementary","N","N","Y","N","N","{7F5E40D0-D45F-4A7A-A184-35B42D778AEB}","POINT (-114.0185163 50.972163)"
"The Calgary School Division","Juno Beach Academy of Canadian Studies","315 - 86 Avenue SE","T2H1Z2","Calgary","AB","(403) 777-7210",,"junobeachacademy@cbe.ab.ca","Unknown","N","N","N","N","N","{7B7F2E3D-4583-4652-825B-34C109886F1E}","POINT (-114.0650787 50.9753272)"
"The Calgary School Division","David Thompson School","9320 Arbour Cres SE","T2J0X8","Calgary","AB","(403) 777-7470",,"davidthompson@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{8C814A8E-404E-404B-B0A7-881FF3074CB4}","POINT (-114.0546656 50.9694103)"
"The Calgary Roman Catholic Separate School Division","St. Bernadette School","55 Lynndale Crescent S.E.","T2C0T8","Calgary","AB","(403) 500-2020",,"stbernadette@cssd.ab.ca","Elementary","N","N","Y","N","N","{73D3A555-A3F7-42BB-8E08-1C9D25F7C882}","POINT (-114.009212 50.9903976)"
"The Calgary School Division","Crescent Heights High School","1019 1 St NW","T2M2S2","Calgary","AB","(403) 276-5521",,"crescentheights@cbe.ab.ca","Senior High","N","N","N","N","Y","{C9D4E3A0-C07B-45AB-8610-88A16392A237}","POINT (-114.0661057 51.0614965)"
"Alberta Classical Academy Ltd.","Calgary Classical Academy Currie Campus","2415 Battleford Ave SW","T3E7K9","Calgary","AB","(587) 885-3688",,"info@classicalacademy.ca","Elementary/Junior High","N","N","Y","Y","N","{EE35D254-FE45-4A27-A1AD-1D747B8B4CA0}","POINT (-114.119061 51.0176511)"
"The Calgary School Division","North Haven School","4922 North Haven Dr NW","T2K2K2","Calgary","AB","(403) 777-6220",,"northhaven@cbe.ab.ca","Elementary","N","N","Y","N","N","{45F6BC03-687E-43D2-9095-B9ABBD4F6B3B}","POINT (-114.0866271 51.0975158)"
"The Calgary Roman Catholic Separate School Division","St. Luke Bilingual Elementary School","1232 Northmount Dr., N.W.","T2L0E1","Calgary","AB","(403) 500-2039",,"stluke@cssd.ab.ca","Elementary","N","N","Y","N","N","{28B4D4DF-40D4-4F60-911F-49EC71567A5E}","POINT (-114.1227011 51.0908335)"
"The Calgary School Division","Abbeydale School","320 Abergale Dr NE","T2A6W2","Calgary","AB","(403) 777-6970",,"Abbeydale@cbe.ab.ca","Elementary","N","N","Y","N","N","{9FE18FDD-0D2B-4CCF-A5BF-CA7B7B4C17C2}","POINT (-113.9298628 51.056632)"
"The Calgary School Division","Niitsitapi Learning Centre","3743 Dover Ridge Dr SW","T2B2E1","Calgary","AB","(403) 817-3404",,"niitsitapilearningcentre@cbe.ab.ca","Elementary","N","N","Y","N","N","{1A64D0A7-4FFF-4A20-8ABF-C4BC3A90019A}","POINT (-113.9793514 51.0205955)"
"The Calgary School Division","Elbow Park School","721  38 Ave SW","T2T2H8","Calgary","AB","(403) 817-3408",,"elbowpark@cbe.ab.ca","Elementary","N","N","Y","N","N","{5B038CA8-6401-4F7F-B988-D4B34FB27CEC}","POINT (-114.0822113 51.0195842)"
"The Calgary School Division","McKenzie Lake School","16210 McKenzie Lake Way SE","T2Z1L7","Calgary","AB","(403) 777-6500",,"mckenzielake@cbe.ab.ca","Elementary","N","N","Y","N","N","{208257DF-9FFC-41AA-9515-0E6E4F992E91}","POINT (-113.9850116 50.9062247)"
,"ALBERTA UNIVERSITY OF THE ARTS",,"T2N4R3","Calgary","AB","(403) 284-7600",,"infodesk@auarts.ca",,"Y","Y",,,,"{F7ABE648-DB8E-4A9C-882A-2F5A5E151630}","POINT (-114.0916194 51.0620132)"
"The Calgary School Division","Senator Patrick Burns School","2155 Chilcotin Rd NW","T2L0X2","Calgary","AB","(403) 777-7400",,"senatorpatrickburns@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{79F81B0B-34FC-40FA-8B8A-A92D25EE845A}","POINT (-114.115551 51.0882178)"
"Banbury Crossroads School","Banbury Crossroads School","B1 #201  2451 Dieppe Avenue S.W.","T3E7K1","Calgary","AB","(403) 270-7787",,"general@banburycrossroads.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{31B64520-5A7A-4958-A0AF-AA1DB67E2D1E}","POINT (-114.119053 51.0192933)"
"The Calgary Roman Catholic Separate School Division","Holy Family School","904 - 32 St. S.E.","T2A0Z1","Calgary","AB","(403) 500-2054",,"holy.family@cssd.ab.ca","Elementary","N","N","Y","N","N","{850E829A-2ED2-47FE-ADE3-51BF6097EA79}","POINT (-113.9878781 51.0455429)"
"The Calgary Roman Catholic Separate School Division","St. John Henry Newman School","16201 McKenzie Lake  Boulevard S.E.","T2Z2G7","Calgary","AB","(403) 500-2092",,"stjohnhenrynewman@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{7028F868-8870-4DE0-8A8B-34EEEF01493D}","POINT (-113.9888638 50.9073474)"
"The Calgary School Division","Children's Village School","1210 Russet Rd NE","T2E5L5","Calgary","AB","(403) 777-6114",,"ChildrensVillage@cbe.ab.ca","Elementary","N","N","Y","N","N","{7F3059BB-3C3A-4566-85A5-1E4D932B37E0}","POINT (-114.0419786 51.0638755)"
"The Palliser School Division","Calgary Islamic School, Akram Jomaa Campus","2612 - 37 Avenue N.E.","T1Y5L2","Calgary","AB","(403) 248-2773",,"info.aj@pallisersd.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{E3E702ED-79F6-4BA5-9316-856A23FD62E0}","POINT (-114.0004916 51.0875966)"
"The Calgary School Division","Taradale School","170 Taravista Dr NE",,"Calgary","AB","(403) 777-6270",,"taradale@cbe.ab.ca","Elementary","N","N","Y","N","N","{5487BB8B-BABD-45A5-A35A-A443DF937DC2}","POINT (-113.9377693 51.1212598)"
"Arise Calgary Church","Arise Christian Academy","155 Falconridge Crescent NE 
Calgary, AB T3J 1Z9","T3J1Z9","Calgary","AB","(403) 973-8171",,"arisechristianacademy33@gmail.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{4E28AB8E-E567-4983-A64A-17A9DD375D17}","POINT (-113.9532429 51.0966299)"
"Renfrew Educational Services Society","Renfrew Educational Services - Park Place Centre","2050 - 21 Street N.E.","T2E6S5","Calgary","AB","(403) 291-5038",,"renfrew@renfreweducation.org","Unknown","N","N","N","N","N","{6FF5AAB4-30E6-47AA-ADC9-D100B5663D22}","POINT (-114.008306 51.0696237)"
"The Canadian Montessori School Ltd.","Canadian Montessori School","1112 70 Avenue S.W.","T2V0P6","Calgary","AB","(403) 862-8551",,"admin@calgarymontessorischool.com","Elementary","N","N","Y","N","N","{AC311A71-C948-43CE-9853-D93041667B28}","POINT (-114.0882764 50.9907515)"
"The Calgary Roman Catholic Separate School Division","St. Catherine Elementary School","11 Canata Close S.W.","T2W1P6","Calgary","AB","(403) 500-2061",,"stcatherine@cssd.ab.ca","Elementary","N","N","Y","N","N","{7ED3E3D8-E09A-4AFC-B38A-A9889CC52FE5}","POINT (-114.0865053 50.9438531)"
"The Calgary School Division","Haultain Memorial School","605 Queensland Dr SE","T2J4S8","Calgary","AB","(403) 777-6860",,"haultainmemorial@cbe.ab.ca","Elementary","N","N","Y","N","N","{715C5541-C0C1-4D4F-A534-5644BDD9D921}","POINT (-114.0233329 50.9395509)"
"The Calgary Roman Catholic Separate School Division","St. Alphonsus Elementary Junior High School","928 Radnor Avenue N.E.","T2E5H5","Calgary","AB","(403) 500-2016",,"stalphonsus@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{8D4CC4F9-67B0-4414-BB33-382FADE110D3}","POINT (-114.0414326 51.0645564)"
"The Calgary School Division","Terrace Road School","2103  46 St NW","T3B1B3","Calgary","AB","(403) 777-6080",,"terraceroad@cbe.ab.ca","Elementary","N","N","Y","N","N","{445E1F42-742B-46E3-8C11-EBE94708408C}","POINT (-114.157946 51.0745086)"
"The Calgary School Division","A. E. Cross School","3445  37 St SW","T3E3C2","Calgary","AB","(403) 777-7410",,"aecross@cbe.ab.ca","Junior High","N","N","N","Y","N","{360ABBAD-AAC8-4843-8F9E-BED054D3AAC7}","POINT (-114.1421101 51.023251)"
"The Calgary School Division","Bowcroft School","3940  73 St NW","T3B2L9","Calgary","AB","(403) 777-6020",,"bowcroft@cbe.ab.ca","Elementary","N","N","Y","N","N","{84A17E25-0841-4ABF-BC01-C594A88D4CE6}","POINT (-114.1928032 51.0875658)"
"The Calgary School Division","University School","3035 Utah Dr NW","T2N3Z9","Calgary","AB","(403) 777-6240",,"university@cbe.ab.ca","Elementary","N","N","Y","N","N","{4279A266-4C21-4916-A513-16C23D4241BC}","POINT (-114.1332899 51.0698149)"
"The Calgary School Division","Discovering Choices","3610 9th Street SE","T2G0W2","Calgary","AB","(403) 268-3265",,"discoveringchoices@cbe.ab.ca","Senior High","N","N","N","N","Y","{211DA180-9D09-4F52-AAB5-92657DF20BDD}","POINT (-114.0567075 51.0428773)"
"The Calgary School Division","W. O. Mitchell School","511 Silvergrove Dr NW","T3B4R9","Calgary","AB","(403) 777-6100",,"womitchell@cbe.ab.ca","Elementary","N","N","Y","N","N","{2FD720C0-3B65-49AE-8EE2-160998550E00}","POINT (-114.1943018 51.1136975)"
"The Calgary Roman Catholic Separate School Division","Blessed Marie-Rose","999 Sherwood Blvd. NW","T3R1M9","Calgary","AB","(403) 500-2131",,"marierose@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{D35AA4CA-2518-4A1B-8F1F-642AF95A54B7}","POINT (-114.148338 51.1598963)"
"Calgary Academy Society","Calgary Academy Collegiate","1677 - 93rd Street S.W.","T3H0R3","Calgary","AB","(403) 686-6444",,"info@calgaryacademy.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{91C4D67D-4B91-436E-AF96-232AFC35DDC3}","POINT (-114.2243915 51.039438)"
"The Calgary School Division","Connaught School","1121  12 Ave SW","T2R0J8","Calgary","AB","(403) 777-8560",,"connaught@cbe.ab.ca","Elementary","N","N","Y","N","N","{9E4A1623-DE72-46AD-A630-215B99326600}","POINT (-114.0877305 51.0415385)"
"The Calgary School Division","Riverside School","107 6A St NE","T2E0B7","Calgary","AB","(403) 777-7350",,"Riverside@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{025816EC-49A4-4A4F-9842-384B6B35BC14}","POINT (-114.0477239 51.0528574)"
"Capstone Engineering Academy","Capstone Engineering Academy","11950 Country Village Link NE","T2H2Z9","Calgary","AB","(403) 930-3535",,"dean@capstoneacad.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{A174A794-5B60-4023-A717-A7D7E3104553}","POINT (-114.04 50.9982873)"
"Calgary Quest Children's Society","Calgary Quest School","3405 Spruce Drive S.W.  c/o Spruce Cliff Elementary","T3C0A5","Calgary","AB","(403) 253-0003",,"info@calgaryquestschool.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{233E1E57-6486-4BA5-980C-DCCF7966F349}","POINT (-114.1366529 51.0497282)"
"The Calgary School Division","Henry Wise Wood High School","910  75 Ave SW","T2V0S6","Calgary","AB","(403) 253-2261",,"henrywisewood@cbe.ab.ca","Senior High","N","N","N","N","Y","{3204F58E-BA9E-442A-83B7-FD212CFB16F8}","POINT (-114.0846986 50.9863474)"
"Calgary Chinese Alliance School Society","Calgary Chinese Alliance School","150 Beddington Blvd. NE","T3K2E2","Calgary","AB","(403) 274-7046",,"info@ccas.school","Senior High","N","N","N","N","Y","{776738EC-B9B1-4607-A9BF-F1F1840242B7}","POINT (-114.0676398 51.1257394)"
"The Calgary School Division","Vincent Massey School","939  45 St SW","T3C2B9","Calgary","AB","(403) 777-7870",,"vincentmassey@cbe.ab.ca","Junior High","N","N","N","Y","N","{C347408B-200D-4975-8EF4-6509F967F737}","POINT (-114.1534374 51.044044)"
"The Calgary School Division","Evergreen School","367 Everstone Dr SW","T2Y0L3","Calgary","AB",,,,"Elementary","N","N","Y","N","N","{C9D9632D-016E-403F-883C-6C32AC691F72}","POINT (-114.1065341 50.9169307)"
"The Calgary School Division","William Reid School","1216  36 Ave SW","T2T2E9","Calgary","AB","(403) 777-6940",,"williamreid@cbe.ab.ca","Elementary","N","N","Y","N","N","{EC968E4D-DDBC-476E-8111-0A449AE93630}","POINT (-114.0903571 51.0221812)"
"The Calgary Roman Catholic Separate School Division","St. Joseph Elementary Junior High School","2512 - 5 Street N.W.","T2M3C7","Calgary","AB","(403) 500-2009",,"stjoseph@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{0849EE78-0B83-41AA-A223-9C21E3B2DE1F}","POINT (-114.0733312 51.0747933)"
"SCcyber ELearning Institute","SCcyber E-Learning Institute","Box 91099","T3G0C5","Calgary","AB","(780) 836-5544",,"kam@sccyber.net","Senior High","N","N","N","N","Y","{3BAF8E6A-23ED-474F-ABCE-3D6DB6C43C59}","POINT (-114.240431 51.1515104)"
"The Calgary School Division","Edgemont School","55 Edgevalley Cir NW","T3A4X1","Calgary","AB","(403) 777-6340",,"edgemont@cbe.ab.ca","Elementary","N","N","Y","N","N","{910C2F54-316F-4698-A240-6F50E519152B}","POINT (-114.1435928 51.1288954)"
"The Calgary Roman Catholic Separate School Division","St. Bonaventure School","1710 Acadia Drive S.E.","T2J3X8","Calgary","AB","(403) 500-2062",,"stbonaventure@cssd.ab.ca","Junior High","N","N","N","Y","N","{EA1018A0-D75F-4242-8F0D-23FD4896FB41}","POINT (-114.0471954 50.9317438)"
"The Calgary School Division","West Dover School","3113  30 Avenue SE","T2B0G9","Calgary","AB","(403) 777-8260",,"westdover@cbe.ab.ca","Elementary","N","N","Y","N","N","{C2DA664F-6D43-4794-B757-E94F32B65F65}","POINT (-113.9906622 51.026336)"
"The Calgary School Division","Peter Lougheed School","148 Saddletree Close NE","T3J5J1","Calgary","AB","(403) 817-3508",,"peterlougheed@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{9DD22169-82A4-4C78-97CB-AAF4375206A9}","POINT (-113.9556975 51.1306764)"
"Almadina School Society","Almadina Language Charter Academy, Ogden Campus","1919 - 76th Avenue SE","T2C0G8","Calgary","AB","(403) 543-5070",,"lina@esl-almadina.com","Elementary/Junior High","N","N","Y","Y","N","{75365F0F-5B27-40B7-BB7F-F4A823A4CA91}","POINT (-114.0120022 50.9844621)"
"School of East Indian Languages and Performing Arts of Calgary","School of East Indian Languages and Performing Arts","376 Silverado Boulevard SW","T2X0N9","Calgary","AB","(403) 280-5110",,"office@silpa.ca","Unknown","N","N","N","N","N","{63928118-D00D-48A3-B876-7F3ECD59DD3B}","POINT (-114.0875596 50.8837483)"
"The Calgary School Division","Kenneth D. Taylor School","30 Evanscove Cir NW","T3P0A1","Calgary","AB","(403) 817-3504",,"kennethdtaylor@cbe.ab.ca","Elementary","N","N","Y","N","N","{1074D84E-C205-45D6-9125-3CA6462728C6}","POINT (-114.1177852 51.1651135)"
"The Calgary School Division","Collingwood School","3826 Collingwood Dr NW","T2L0R6","Calgary","AB","(403) 777-6180",,"collingwood@cbe.ab.ca","Elementary","N","N","Y","N","N","{D82AE1A7-A3A0-4B65-824D-8E8DD14FBDC5}","POINT (-114.1032718 51.0857887)"
"The Calgary School Division","The Hamptons School","10330 Hamptons Blvd NW","T3A6G2","Calgary","AB","(403) 777-7300",,"hamptons@cbe.ab.ca","Elementary","N","N","Y","N","N","{A68B8BE0-85EB-4F79-AC29-15498BA28820}","POINT (-114.1485213 51.1434525)"
"The Calgary School Division","Sunnyside School","211 7 St NW","T2N1S2","Calgary","AB","(403) 777-6390",,"sunnyside@cbe.ab.ca","Elementary","N","N","Y","N","N","{C78DE5EC-9C40-4107-BDDB-29585D1628B6}","POINT (-114.0795583 51.0565691)"
"The Calgary Roman Catholic Separate School Division","Father Lacombe School","3615 Radcliffe Drive S.E.","T2A6B4","Calgary","AB","(403) 500-2066",,"fatherlacombe@cssd.ab.ca","Senior High","N","N","N","N","Y","{39024F11-83FD-4EAD-AE88-235EA92097BC}","POINT (-113.983259 51.0473877)"
"Foundations for the Future Charter Academy Charter School Society","Northwest Elementary Campus","719-44 Ave NW","T2K0J5","Calgary","AB","(403) 282-5202",,"swita.sharma@ffca-calgary.com","Elementary","N","N","Y","N","N","{C09E42AC-DAE1-44DB-92AE-B32374BB384F}","POINT (-114.0780737 51.0931795)"
"The Calgary Roman Catholic Separate School Division","St. Maria Goretti Elementary School","375 Hawkstone Drive N.W.","T3G3T7","Calgary","AB","(403) 500-2099",,"stmariagoretti@cssd.ab.ca","Elementary","N","N","Y","N","N","{F2D43594-2D24-41AE-B49A-034BE26B77B5}","POINT (-114.177765 51.134531)"
"Access International College (Calgary) Incorporated","Access Academy","B1 - 2451 Dieppe Avenue S.W.  Box 100","T3E7K1","Calgary","AB","(403) 455-3033",,"info@accessacademy.ca","Unknown","N","N","N","N","N","{803B15DF-C1AC-4A2B-9F4D-D5C0AF40E705}","POINT (-114.119053 51.0192933)"
"The Palliser School Division","Master's Academy","4414 Crowchild Trail S.W.","T2T5J4","Calgary","AB","(403) 242-7034",,,"Elementary","N","N","Y","N","N","{1D66E186-14BF-4A9B-9EB9-6151B5CA0BFB}","POINT (-114.1165602 51.0153091)"
"The Calgary School Division","Rosedale School","905 13 Ave NW","T2M0G3","Calgary","AB","(403) 777-7530",,"rosedale@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{B127CE04-98FF-44A4-B08E-53FF2A4B6619}","POINT (-114.0815133 51.0636038)"
"The Calgary School Division","Olympic Heights School","875 Strathcona Dr SW","T3H2Z7","Calgary","AB","(403) 777-8370",,"olympicheights@cbe.ab.ca","Elementary","N","N","Y","N","N","{FB410438-5893-483C-9C8B-80B29AB19E4F}","POINT (-114.1807907 51.0459743)"
"Rundle College Society","Rundle Studio","7379 - 17 Avenue SW","T3H3W5","Calgary","AB","(403) 291-3866",,"contactus@rundle.ab.ca","Junior High/Senior High","N","N","N","Y","Y","{DB555F6D-952D-42D0-9D29-098EAFFDA32C}","POINT (-114.1939364 51.0369008)"
"The Calgary Roman Catholic Separate School Division","St. Cyril School","2990 Cedarbrae Drive S.W.","T2W2N9","Calgary","AB","(403) 500-2070",,"stcyril@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{414FC0B1-224B-4BC0-B413-C4D59CBE8BA2}","POINT (-114.1285361 50.9555002)"
"The Calgary Jewish Academy","Calgary Jewish Academy","6700 Kootenay Street S.W.","T2V1P7","Calgary","AB","(403) 253-3992",,"officeadmin@cja.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{677F35FF-55C9-4BF0-B05D-B53A685E85AF}","POINT (-114.0926207 50.9935015)"
"The Calgary School Division","AADAC Youth Services","1005 - 17 Street N.W.","T2N2E5","Calgary","AB","(403) 297-4664",,"AADAC@cbe.ab.ca","Unknown","N","N","N","N","N","{EC649B94-90D1-4741-848D-9F2585E232BD}","POINT (-114.1016961 51.0612678)"
"The Calgary School Division","Varsity Acres School","4255 40 St NW","T3A0H7","Calgary","AB","(403) 777-6090",,"varsityacres@cbe.ab.ca","Elementary","N","N","Y","N","N","{47630D60-07C9-4701-8F31-972C7955BD56}","POINT (-114.1482325 51.0910211)"
"The Southern Francophone Education Region","École Notre-Dame-de-la-Paix","809 Willingdon Blvd SE","T2J2B7","Calgary","AB","(403) 271-5544",,"ecolendp@francosud.ca","Elementary","N","N","Y","N","N","{2421D23D-7E39-4DAA-8717-96808D69262B}","POINT (-114.0433868 50.9509238)"
"The Calgary School Division","Project Trust","3610 - 9th Street SE","T2M4P6","Calgary","AB","(403) 777-6107",,"discoveringchoices@cbe.ab.ca","Unknown","N","N","N","N","N","{FB15ADFA-3629-4CEC-AB37-827354CD343A}","POINT (-114.0828546 51.072077)"
"The Calgary School Division","Beddington Heights School","95 Bermuda Rd NW","T3K2J6","Calgary","AB","(403) 777-6610",,"beddingtonheights@cbe.ab.ca","Elementary","N","N","Y","N","N","{25768D58-964B-49ED-861B-B18927F9A774}","POINT (-114.0794072 51.1317524)"
"The Calgary Roman Catholic Separate School Division","Notre Dame High School","11900 Country Village Link NE","T3K6E4","Calgary","AB","(403) 500-2109",,"notredame@cssd.ab.ca","Senior High","N","N","N","N","Y","{A714116E-3DE6-4A0E-9689-851B2C4FA55C}","POINT (-114.0657893 51.1576257)"
"The Calgary School Division","Rideau Park School","829 Rideau Rd SW","T2S0S2","Calgary","AB","(403) 777-7480",,"rideaupark@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{E57BC592-000F-4174-8D6E-5E0546E2A8E7}","POINT (-114.075578 51.0252834)"
"The Calgary Roman Catholic Separate School Division","Holy Name (Bilingual) School","3011 - 35 Street S.W.","T3E2Y7","Calgary","AB","(403) 500-2006",,"holyname@cssd.ab.ca","Elementary","N","N","Y","N","N","{6D74D689-2A96-4524-B8A0-C4A40F465CF1}","POINT (-114.1390179 51.0282786)"
"The Calgary School Division","Killarney School","3008  33 Street SW","T3E2T9","Calgary","AB","(403) 777-8360",,"killarney@cbe.ab.ca","Elementary","N","N","Y","N","N","{3F12D308-1F16-4DD9-AA97-ED6CC2C4FA81}","POINT (-114.1347436 51.0282002)"
